Stance on NN,,format,Date Received,Type of Filing,Submission Type,Proceeding ID,Filing URL,Name of Filers(s),Comment Text,Total Page Count,Source,Memo,Date in the Document,Network 1,Network 2,Network 3,Network 4,Network 5,Network 6,Network 7,Network 8,Network 9,Network 10,Network 11,Network 12,Network 13,Network 14,Network 15,Network 16,Network 17,Network 18,Network 19,Network 20,Network 21,Network 22,Network 23,Network 24,Network 25,Network 26,Network 27,Network 28,Network 29,Network 30,Network 31,Network 32,Network 33,Network 34,Network 35,Network 36,Network 37,Network 38,Network 39,Network 40,Network 41,Network 42,Network 43,Network 44,Network 45,Network 46,Network 47,Network 48,Network 49,Network 50,Network 51,Network 52,Network 53,Network 54,Network 55,Network 56,Network 57,Network 58,Network 59,Network 60,Network 61,Network 62,Network 63,Network 64,Network 65,Network 66,Network 67,Network 68,Network 69,Network 70,Network 71,Network 72,Network 73,Network 74,Network 75,Network 76,Network 77,Network 78,Network 79,Network 80,Network 81,Network 82,Network 83,Network 84,Network 85,Network 86,Network 87,Network 88,Network 89,Network 90,Network 91,Network 92
Pro,Network,In person,6/18/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015651612,Open Internet Coalition,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015651612/1,,6/18/2010,Open Internet Coalition,Google,Skype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,6/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015657167,Open Internet Coalition,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015657167/1,,6/21/2010,Open Internet Coalition,Verizon,AT&T,National Cable & Telecommunications Association,Google,Skype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,6/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015657168,Open Internet Coalition,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015657168/1,,6/22/2010,Open Internet Coalition,Verizon,AT&T,National Cable & Telecommunications Association,Google,Skype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,6/24/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015657710,Open Internet Coalition,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015657710/1,,6/24/2010,Open Internet Coalition,Verizon,AT&T,National Cable & Telecommunications Association,Google,Skype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,7/13/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015666459,Open Internet Coalition,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015666459/1,,7/12/2010,Open Internet Coalition,Google,Skype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,7/29/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015795123,Open Internet Coalition,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015795123/1,,"July 28,2010",Open Internet Coalition,Google,Skype,Verizon,AT&T,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,7/29/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015795141,Open Internet Coalition,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015795141/1,,7/29/2010,Open Internet Coalition,Google,Skype,Verizon,AT&T,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,8/2/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015795692,Open Internet Coalition,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015795692/1,,7/31/2010,Open Internet Coalition,Google,Skype,Verizon,AT&T,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/6/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063083,Open Internet Coalition,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/6016063083/1,,12/3/2010,Open Internet Coalition,DISH Network,Skype,Amazon,Free Press,Media Access Project,New America Foundation,Public Knowledge,Sascha Meinrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,7/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015694320,Skype Communications S.A.R.L.,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015694320/1,,7/22/2010,Open Internet Coalition,Skype,AT&T,National Cable & Telecommunications Association,Google,Verizon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,2/25/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015538490,Public Knowledge and Consumers Union,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015538490/1,,2/24/2010,Public Knowledge,Consumers Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,6/9/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015648274,Public Knowledge,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015648274/1,,6/8/2010,Public Knowledge,DISH Network,Open Internet Coalition,Consumers Union,Skype,Free Press,Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,8/6/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015805028,Public Knowledge,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015805028/1,,8/5/2010,Public Knowledge,Data Foundry,XO Communications,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,11/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062309,Open Internet Supporters,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016062309/1,,11/23/2010,Public Knowledge,EchoStar,Free Press,Consumer Federation of America,Media Access Project,Consumers Union,Center for Democracy & Technology,Skype,Open Internet Coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/6/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063044,Public Knowledge,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016063044/1,,12/3/2010,Public Knowledge,Open Internet Coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/14/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016064079,Skype Communications S.A.R.L.,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016064079/1,,12/14/2010,Skype,Silver Lake Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,4/13/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015555154,"UNITY, Journalists of Color",Refer to Attachment(s).,26,https://www.fcc.gov/ecfs/document/6015555154/2,,4/9/2010,UNITY: Journalists of Color,Asian American Journalists Association,National Association of Black Journalists,National Association of Hispanic Journalists,Native American Journalists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/1/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015500528,The Walt Disney Company,Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/6015500528/1,,11/30/2009,Walt Disney,ESPN,ABC Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/18/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015503072,The Walt Disney Company,Refer to Attachment(s).,47,https://www.fcc.gov/ecfs/document/6015503072/1,,12/16/2009,Walt Disney,ESPN,ABC Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,4/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015558199,The Walt Disney Company,Refer to Attachment(s).,38,https://www.fcc.gov/ecfs/document/6015558199/1,,4/22/2023,Walt Disney,ESPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,5/5/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015592678,The Walt Disney Company,Refer to Attachment(s).,33,https://www.fcc.gov/ecfs/document/6015592678/1,,5/4/2010,Walt Disney,ESPN,ABC Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/14/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015502510,Free Press,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015502510/1,,,Free Press,Marvin Ammori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Joint Support for Motion,2/18/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015535703,"Public Knowledge, Consumers Union, Media Access Project, New America Foundation,",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015535703/1,,2/18/2010,Public Knowledge,Consumers Union,Media Access Project,New America Foundation,U.S. Public Interest Research Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,11/24/2009,INTENT TO PARITICIPATE IN ORAL ARGUMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015500222,Open Internet Coalition,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/6015500222/3,30 Venture Capitalists,10/21/2009,Open Internet Coalition,"Immad Akhund, Co Founder, Heyzap","Brian Ascher, Venrock","Aneel Bhusri, Partner, Greylock Partners (Co-Founder & Co-CEO, Workday)","Matt Blumberg, Chairman & CEO, Return Path","Brad Burnham, Union Square Ventures","Stewart Butterfield, Co-Founder, Flickr","Ron Conway, Founder, SV Angel LLC","John Doerr, Partner, Kleiner Perkins Caufield & Byers","Timothy Draper, Founder & Managing Director, Draper Fisher Jurvetson","Caterina Fake, Co-Founder, Flickr & Hunch","Brad Feld, Co-Founder, Foundry Group","Peter Fenton, Benchmark Partners","Eyal Goldwerger, CEO, TargetSpot","Jude Gomila, Co founder, Heyzap","Mark Gorenberg, Managing Director, Hummer Winblad","Jordan Greenhall, Founder of Divx","Bill Gurley, Benchmark Partners","Jed Katz, Managing Director, Javelin Venture Partners","Dany Levy, Founder, DailyCandy","Mario Marino, Member, Executive Advisory Board, General Atlantic LLC","Jason Mendelson, Managing Director, Mobius Venture Capital","Michael Moritz, Sequoia Capital","Kim Polese, CEO of Spike Source, Inc.","Avner Ronen, CEO of Boxee","Pete Sheinbaum, Former CEO of DailyCandy","Ram Shriram, Founder, Sherpalo","David Sze, Partner, Greylock Partners","Albert Wenger, Union Square Ventures","Steve Westly, Managing Director, The Westly Group","Fred Wilson, Union Square Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,12/3/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062972,Access Humboldt/Detroit Digital Justice Coalition/Media Mobilizing Project,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016062972/1,,12/1/2010,Access Humboldt,Detroit Digital Justice Coalition,Media Mobilizing Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,3/1/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015539784,Association of Research Libraries et al.,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/6015539784/1,,3/1/2010,American Library Association,Association of Research Libraries,EDUCAUSE,Association for Information Communications Technology Professionals in Higher Education,American Association of Community Colleges,American Council on Education,Association of American Universities,Association of Public and Land-grant Universities,Chief Officers of State Library Agencies,Internet2,National Association of College & University Business Officers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,5/10/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015599886,"American Library Association, Association of Research Libraries, EDUCAUSE",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015599886/1,,5/7/2010,American Library Association,Association of Research Libraries,EDUCAUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,4/22/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015555906,Center for Media Justice,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/6015555906/1,,4/21/2010,Center for Media Justice,ColorOfChange,Presente,Ella Baker Center for Human Rights,Center for Rural Strategies,The Utility Reform Network,Esperanza Center for Peace & Justice,Native American Journalists,Afro-Netizen,Northwest Federation of Community Organizations,National Association of Hispanic Journalists,Feministing,Mountain Area Information Network,Flanbwayan Hatian Literacy Project,Main Street Project,Media Literacy Project,P.E.A.C.E. Initiative,Media Justice League,Prometheus Radio Project,Berkeley Media Studies Group,Media Mobilizing Project,Thousand Kites,Reclaim the Media,"Anne Lewis, Senior Lecturer, UT Austin",Native Public Media,California Center for Rural Policy,People Escaping Poverty Project,Media Alliance,Peoples Production House,Mujeres Unidas,Greenlining Institute,Picture the Homeless,Adhikaar,Comprehensive Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,12/10/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063563,Consumers Union and Consumer Federation of America,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016063563/1,,12/10/2010,Consumers Union,Consumer Federation of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,8/24/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015952624,Latinos for Internet Freedom,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015952624/1,,8/24/2010,Latinos for Internet Freedom,National Hispanic Media Coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,10/23/2009,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015294158,Adam Candeub,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015294158/1,,10/22/2009,"Paul Schiff Berman, Sandra Day O'Connor College of Law at Arizona State University","Annemarie Bridy, University of Idaho College of Law","Adam Candeub, Michigan State University College of Law","Barbara Cherry, Indiana University Bloomington","Deven Desai, Thomas Jefferson School of Law","Peter Charles DiCola, Northwestern Law School","Rob Frieden, Penn State University","Brett Frischmann, Loyola University Chicago School of Law","Llewellyn Gibbons, University of Toledo","Stephen E. Gottlieb, Albany Law School","Mark Lemley, Stanford Law School","Lawrence Lessig, Harvard Law School","David Levine Elon, University School of Law","Ira Nathenson, St. Thomas University School of Law","Andrew Odlyzko, University of Minnesota","Barbara van Schewick, Stanford Law School","Wendy Seltzer, University of Colorado School of Law","Olivier Sylvain, Fordham University School of Law","Tim Wu, Columbia Law School",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,12/8/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063285,New America Foundation,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/6016063285/1,,,New America Foundation,Free Press,Media Access Project,Sascha Meinrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,12/10/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063536,Supporters of Real Net Neutrality,Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/6016063536/1,,12/10/2010,Access Humboldt,Acorn Active Media Foundation,Akaku Maui Community Media,American Independent News Network,amplifyme,Artists for Media Diversity,Benton Foundation,Brave New Films,Cape Ann Regional Cable TV Access Corporation,Care2,Cambridge Community Television,CCTV Center for Media & Democracy,Center for Digital Democracy,Center for Media Justice,Center for Rural Strategies,Change.org,ColorOfChange,Common Cause,Community Media Workshop,CUWiN Foundation,Daily Kos,Democracy for America,Entertainment Consumers Association,Evolve Strategies,Feministing,Free Press,Friends of the Earth,Future of Music Coalition,Institute for Local Self Reliance,LinkTV,Main Street Project,Media Access Project,Media Alliance,Media Consortium,Media Equity Collaborative,Media Literacy Project,Media Mobilizing Project,Midpeninsula Community Media Center,Minnesota Center for Neighborhood Organizing,MIT Center for Future Civic Media,Mobile Commons,Mother Jones,Mountain Area Information Network,The Nation,National Association of Hispanic Journalists,National Association of Latino Independent Producers,National Federation of Community Broadcasters,National Hispanic Media Coalition,National Network for Immigrant & Refugee Rights,Native Public Media,Newton Independent,Nonprofit Technology Network,Open Plans,Open Source Democracy Foundation,New America Foundation,Park Center for Independent Media,Participatory Culture Foundation,People's Press Project,People's Production House,Philadelphia Community Access Media,Presente,Press Pass TV,Prometheus Radio Project,Public Knowledge,Quote...Unquote,Rad Campaign,Reclaim the Media,Reporters Without Borders,Scribe Video Center,Section5,Spot.Us,StoptheCap,Transmission Project,The UpTake,United Church of Christ OC,"Miller Puckette, Music Department, UC San Diego",U.S. Public Interest Research Group,"Women, Action & Media!",Women in Media & News,Women Who Tech,YES! Magazine,Zediva,,,,,,,,,,
Pro,Network,Reply Comments,4/26/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015583418,Broadband Institute of California and the Broadband Regulatory Clinic,Refer to Attachment(s).,40,https://www.fcc.gov/ecfs/document/6015583418/1,BBIC/BRC,4/26/2010,Broadband Institute of California,Broadband Regulatory Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015578696,Daniel John McCartney,Refer to Attachment(s).,13,https://www.fcc.gov/ecfs/document/6015578696/1,,4/26/2010,"Adam Candeub, Michigan State University College of Law","Daniel John McCartney, Michigan State University College of Law",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Reply Comments,11/4/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016060871,ALA,Refer to Attachment(s).,38,https://www.fcc.gov/ecfs/document/6016060871/2,,11/4/2010,American Library Association,Association of Research Libraries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Reply Comments,11/4/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016060940,Various Open Internet Advocates,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/6016060940/1,Various Open Internet Advocates,11/4/2010,"Bill St. Arnaud, Green IT Consultant, St. Arnaud-Walker & Associates Inc","Scott Bradner, Harvard University","Dave Burstein, Editor, DSL Prime","Kenneth Carter, Senior Research Fellow, Columbia Institute for Tele-Information, Columbia Business School","Robin Chase, CEO Meadow Networks, co-founder/former CEO of Zipcar","Gordon Cook, Editor & publisher of The Cook Report on Internet Protocol, Technology, Economics & Policy","Bob Frankston, Telecommunications Analyst & Visionary","John Furrier, Founder Broadband Developments, Inc; & Founder Editor of SiliconANGLE.com","Gene Gaines, Gaines Group, telecommunications engineer, Open Internet activist","Robert Gregory, BSEE UCB, I.T. Director for a non-profit human services agency, & BSD, open source & IP network evangelist","Dewayne Hendricks, CEO, Tetherless Access","Paul Hyland, CTO, Digital Operations, Education Week; member, USACM Council","David S. Isenberg, Principal Prosultant(sm), isen.com, former Senior Advisor to FCC Omnibus Broadband Initiative","Seth P. Johnson, Information Quality Specialist","Paul Jones, ibiblio.org & University of North Carolina","Andrew Lippman, Sr Research Scientist, MIT Media Lab, associate director","Michael Maranda, Co-Founder, Chicago Digital Access Alliance",Sascha Meinrath,"John T. Mitchell, Interaction Law","Steve Mossbrook, Founder & CEO, Wyoming.com","Bruce Perens, co-founder of the Open Source movement in software","Tim Pozar, Telecommunications Engineer & Community Broadband Activist","David P. Reed, Participant in the original design of the Internet Protocols & expert in network & computing architecture","Clay Shirky, Interactive Telecommunications Program, New York University","Jay Sulzberger, Consulting statistician",Robb Topolski,"Brough Turner, Founder, netBlazr, co-founder/former CTO of NMS Communications & of Natural MicroSystems","John G. Waclawsky Ph.D., Technology Advisor & Consultant, Chicago & Washington","David Weinberger, Senior Researcher at Harvard Berkman Center for Internet & Society","Steve Wozniak, Co-Founder of Apple Computer, Inc., Member, National Academy of Engineers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
