Stance on NN,Networking,Format,Date Received,Type of Filing,Submission Type,Proceeding ID,Filing URL,Name of Filers(s),Comment Text,Total Page Count,Source,Memo,Date in the Document,Network 1,Network 2,Network 3,Network 4,Network 5,Network 6,Network 7,Network 8,Network 9,Network 10,Network 11,Network 12,Network 13,Network 14,Network 15,Network 16,Network 17,Network 18
Anti,Solo,Comments,7/29/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184263,"Laurence Brett Glass, d/b/a LARIAT",Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5515184263/1,,7/29/2008,LARIAT,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/13/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514679343,J.D. Hokoyama,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5514679343/1,,6/8/2007,Leadership Education For Asian Pacifics,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/14/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514684283,Media Institute,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5514684283/1,,6/14/2007,Media Institute,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/14/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514679807,Jerry Ellig,Refer to Attachment(s).,33,https://www.fcc.gov/ecfs/document/5514679807/1,,6/15/2007,Mercatus Center at George Mason University,"Jerry Ellig, Mercatus Center at George Mason University",,,,,,,,,,,,,,,,
Anti (Neutral),Solo,Comments,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514681067,"Motion Picture Association of America, Inc.",Refer to Attachment(s).,9,https://www.fcc.gov/ecfs/document/5514681067/1,,6/15/2007,Motion Picture Association of America,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514681070,National Cable & Telecommunications Association,Refer to Attachment(s).,41,https://www.fcc.gov/ecfs/document/5514681070/1,,,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992170,National Cable & Telecommunications Association,Refer to Attachment(s).,14,https://www.fcc.gov/ecfs/document/5514992170/1,,,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/13/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514679019,Leroy Watson,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/5514679019/1,,6/7/2007,National Grange,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/22/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514993710,Leroy Watson,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/5514993710/1,,2/12/2008,National Grange,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514680916,National Telecommunications Cooperative Association,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/5514680916/1,,6/15/2007,National Telecommunications Cooperative Association,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992156,National Telecommunications Cooperative Association,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/5514992156/1,,2/13/2008,National Telecommunications Cooperative Association,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514680677,"Marc Morial, National Urban League",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514680677/1,,,National Urban League,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514680983,"Marc Morial, National Urban League",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514680983/1,,,National Urban League,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514680720,"NBC Universal, Inc.",Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/5514680720/1,,6/15/2007,NBCUniversal,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992254,"NBC Universal, Inc.",Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5514992254/1,,2/13/2008,NBCUniversal,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/28/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515006907,"NBC Universal, Inc.",Refer to Attachment(s).,24,https://www.fcc.gov/ecfs/document/5515006907/1,,2/28/2008,NBCUniversal,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992194,OPASTCO,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5514992194/1,,2/13/2008,Organization for the Promotion & Advancement of Small Telecommunications Companies,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992291,PART-15.ORG,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5514992291/1,Part-15.Org,2/13/2008,Part 15 Organization,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/14/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514679560,"Thomas M. Lenard, The Progress & Freedom Foundation",Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/5514679560/1,,,Progress & Freedom Foundation,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992140,W. Kenneth Ferree,Refer to Attachment(s).,12,https://www.fcc.gov/ecfs/document/5514992140/1,,2/13/2008,Progress & Freedom Foundation,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514681191,Qwest Communications International Inc.,Refer to Attachment(s).,17,https://www.fcc.gov/ecfs/document/5514681191/1,,6/15/2007,Qwest,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992271,Qwest Communications International Inc.,Refer to Attachment(s).,9,https://www.fcc.gov/ecfs/document/5514992271/1,,2/13/2008,Qwest,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992187,Recording Industry Association of America,Refer to Attachment(s).,70,https://www.fcc.gov/ecfs/document/5514992187/3,,,Recording Industry Association of America,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/12/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992013,Karen Kerrigan/SBE Council,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/5514992013/1,,,Small Business & Entrepreneurship Council,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992277,Sony Electronics Inc.,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5514992277/1,,2/13/2008,Sony,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514681085,Sprint Nextel Corporation,Refer to Attachment(s).,72,https://www.fcc.gov/ecfs/document/5514681085/3,,6/15/2007,Sprint,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/13/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514679377,Telecommunications Industry Association,Refer to Attachment(s).,14,https://www.fcc.gov/ecfs/document/5514679377/1,,,Telecommunications Industry Association,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992256,Telecommunications Industry Association,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/5514992256/1,,,Telecommunications Industry Association,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/28/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515006245,Telecommunications Industry Association,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/5515006245/1,,,Telecommunications Industry Association,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514680648,Time Warner Inc.,Refer to Attachment(s).,17,https://www.fcc.gov/ecfs/document/5514680648/1,,,Time Warner,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992262,Time Warner Cable Inc.,Refer to Attachment(s).,33,https://www.fcc.gov/ecfs/document/5514992262/1,,,Time Warner Cable,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514681132,U.S. Chamber of Commerce,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/5514681132/1,,,U.S. Chamber of Commerce,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992239,U.S. Chamber of Commerce,Refer to Attachment(s).,9,https://www.fcc.gov/ecfs/document/5514992239/1,,,U.S. Chamber of Commerce,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/22/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514993627,John G. Flores,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/5514993627/1,,2/22/2008,United States Distance Learning Association,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/19/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514684238,United States Hispanic Chamber of Commerce,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5514684238/1,,6/14/2007,U.S. Hispanic Chamber of Commerce,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514680860,United States Telecom Association,Refer to Attachment(s).,18,https://www.fcc.gov/ecfs/document/5514680860/1,,,United States Telecom Association,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992268,United States Telecom Association,Refer to Attachment(s).,20,https://www.fcc.gov/ecfs/document/5514992268/1,,,United States Telecom Association,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514681144,Verizon,Refer to Attachment(s).,487,https://www.fcc.gov/ecfs/document/5514681144/1,,,Verizon,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992276,Verizon,Refer to Attachment(s).,51,https://www.fcc.gov/ecfs/document/5514992276/1,,,Verizon,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,3/14/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515017572,VON Coalition,Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/5515017572/1,,3/14/2008,Voice on the Net Coalition,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514681071,"Wireless Communications Association International, Inc.",Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5514681071/1,,6/15/2007,Wireless Communications Association International,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992235,"The Wireless Communications Association International, Inc.",Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/5514992235/1,,2/13/2008,Wireless Communications Association International,,,,,,,,,,,,,,,,,
Anti,Solo,Comments (Testimony),4/21/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515044033,George Ou,Refer to Attachment(s).,17,https://www.fcc.gov/ecfs/document/5515044033/1,,4/17/2008,George Ou,,,,,,,,,,,,,,,,,
Anti,Solo,Comments (Testimony),4/28/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515151200,George Ou,Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/5515151200/1,,4/28/2008,George Ou,,,,,,,,,,,,,,,,,
Anti,Solo,Exhibit,7/31/2008,EXHIBIT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184777,"Nicholas A. Degani / Materials from Hart v. Comcast, C-07-06350-PJH",Refer to Attachment(s).,58,https://www.fcc.gov/ecfs/document/5515184777/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,In person,4/3/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515020647,The American Consumer Institute CCR,Refer to Attachment(s).,16,https://www.fcc.gov/ecfs/document/5515020647/1,,4/2/2008,American Consumer Institute,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/20/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514685110,"AT&T Services, Inc.",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514685110/1,,6/19/2007,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/24/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514710915,"AT&T, Inc.",Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5514710915/1,,7/20/2007,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,In person,3/12/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515016956,AT&T,Refer to Attachment(s).,18,https://www.fcc.gov/ecfs/document/5515016956/1,,3/11/2008,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,In person,3/20/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515018378,AT&T,Refer to Attachment(s).,18,https://www.fcc.gov/ecfs/document/5515018378/1,,3/19/2008,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,In person,4/2/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515020531,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515020531/1,,3/31/2008,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,In person,4/7/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515021574,AT&T,Refer to Attachment(s).,30,https://www.fcc.gov/ecfs/document/5515021574/1,,4/4/2008,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/7/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515181699,AT&T,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515181699/1,,7/2/2008,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/19/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515179666,"Cox Communications, Inc.",Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/5515179666/2,,6/18/2008,Cox,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/11/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515182452,"Cox Enterprises, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515182452/1,,7/10/2008,Cox,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/14/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514679935,CTIA - The Wireless Association,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/5514679935/2,,6/13/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/14/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514679945,CTIA - The Wireless Association,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/5514679945/1,,6/13/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/19/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514684566,CTIA - The Wireless Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514684566/1,,6/18/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/19/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514684589,CTIA - The Wireless Association,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5514684589/4,,6/18/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/19/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514684611,CTIA - The Wireless Association,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5514684611/4,,6/18/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/20/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514685088,CTIA - The Wireless Association,Refer to Attachment(s).,11,https://www.fcc.gov/ecfs/document/5514685088/2,,6/19/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/21/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514685474,CTIA- The Wireless Association,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5514685474/4,,6/20/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/10/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514703547,CTIA - The Wireless Association,Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/5514703547/3,,7/10/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/18/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709639,CTIA - The Wireless Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514709639/1,,7/17/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/18/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709645,CTIA - The Wireless Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514709645/1,,7/17/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/19/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709899,CTIA - The Wireless Association,Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/5514709899/2,,7/18/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/19/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709911,CTIA - The Wireless Association,Refer to Attachment(s).,11,https://www.fcc.gov/ecfs/document/5514709911/2,,7/18/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/20/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514710218,CTIA - The Wireless Association,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5514710218/2,,7/19/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/20/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514710223,CTIA - The Wireless Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514710223/1,,7/19/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,1/29/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514989623,CTIA- The Wireless Association,Refer to Attachment(s).,31,https://www.fcc.gov/ecfs/document/5514989623/4,,1/28/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,2/6/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514991042,CTIA - The Wireless Association,Refer to Attachment(s).,54,https://www.fcc.gov/ecfs/document/5514991042/5,,2/5/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,2/7/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514991320,CTIA- The Wireless Association,Refer to Attachment(s).,31,https://www.fcc.gov/ecfs/document/5514991320/4,,2/6/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/1/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515156929,CTIA- The Wireless Association,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/5515156929/3,,4/30/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/6/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515158069,CTIA -The Wireless Association,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/5515158069/3,,,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/6/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515158081,CTIA -The Wireless Association,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/5515158081/3,,5/5/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/6/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515158082,CTIA -The Wireless Association,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/5515158082/3,,5/5/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/6/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515158087,CTIA -The Wireless Association,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/5515158087/2,,5/5/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/7/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515158358,CTIA - The Wireless Association,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/5515158358/3,,5/6/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/25/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183952,CTIA - The Wireless Association,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515183952/1,,7/25/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,4/22/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515145491,Citizens and Frontier Communications,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5515145491/1,,4/21/2008,Frontier,,,,,,,,,,,,,,,,,
Anti,Solo,In person,4/23/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515146566,Citizens and Frontier Communications,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5515146566/1,,4/22/2008,Frontier,,,,,,,,,,,,,,,,,
Anti,Solo,In person,3/19/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515018232,"Laurence Brett Glass, d/b/a LARIAT",Refer to Attachment(s).,16,https://www.fcc.gov/ecfs/document/5515018232/1,,3/11/2008,LARIAT,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/6/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514670388,National Telecommunications Cooperative Association,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5514670388/1,NTCA Summer Meeting,6/5/2007,National Telecommunications Cooperative Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,2/4/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514990595,"NBC Universal, Inc.",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514990595/1,,1/31/2008,NBCUniversal,,,,,,,,,,,,,,,,,
Anti,Solo,In person,9/17/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514876605,Nortel,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/5514876605/1,,9/14/2007,Nortel,,,,,,,,,,,,,,,,,
Anti,Solo,In person,2/12/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514991936,Recording Industry Association of America,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5514991936/1,outside of FCC,,Recording Industry Association of America,,,,,,,,,,,,,,,,,
Anti,Solo,In person,4/16/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515042265,Recording Industry Association of America,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515042265/1,,,Recording Industry Association of America,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/31/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184995,Suddenlink Communications,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515184995/1,,7/25/2008,Suddenlink,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/10/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515162966,Telecommunications Industry Association,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5515162966/1,,,Telecommunications Industry Association,,,,,,,,,,,,,,,,,
